caption,passport_link,comment,vertical,subvertical,category,media,author
Looking for the perfect summer getaway? Follow this trail to Prospect Historic Hotel Bed and Breakfast Inn.,https://passport.gds.gdcorp.tools/location/66642/content/33c3e477-011b-499c-b581-9c1054b2b145,A succinct caption that still really captures the experience of visiting this B&B!,Hotel,Bed and Breakfast,Product/Service,https://media.mainstreethub.com/media/38b5c524-cf84-4b0c-b4ac-d3bac6089a2e,Ian Austin-Michaud
"We get it! The Texas heat can leave you feeling drained. When you've had enough sunshine, retreat to your cabin and enjoy the air conditioning, a cool shower, and the other amenities we installed with your comfort in mind. #LBJLodge",https://passport.gds.gdcorp.tools/location/41148/content/fe96fa98-97b1-469d-8f9c-847333d26bc6,Perfect sense of customer voice and tons of detail when describing the unique amenities in this cabin.,Hotel,Lodge,Product/Service,https://media.mainstreethub.com/media/20c3151a-efd3-4561-a9a0-44fb92a67561,Hallie Colbert
Great Smoky Mountains National Park is an incredible place to visit when you stay with us! Have you ever visited the park before? #SkiMountainChaletRentals #GatlinburgTN #GatlinburgSkiRentals #SkiMountain,https://passport.gds.gdcorp.tools/location/73306/content/2298a028-00ea-4bbf-be93-1913c75451b6,The local connection makes a great hook for this participation question!,Hotel,Cabins,Audience Participation,https://media.mainstreethub.com/media/96ce425c-4055-4663-982e-9f8b667fc94f,Emily Tuite
"If trained properly, your dog can view his crate as a safe haven. Not only will this help with housebreaking, but it can prevent your heavy chewers from destroying anything at home.",https://passport.gds.gdcorp.tools/location/36518/content/fb6929d7-961d-4d57-a3fe-11e9b469dd9d,A relevant and helpful educational tip presented with a friendly sense of customer voice.,Pets,Pet Store,Educational,https://media.mainstreethub.com/media/7b827905-b5ba-4f1f-a1ae-0254600016b9,Carly Osterman
"Grooming can make any cat moody, but our staff is specially trained to help cats feel relaxed and content while we clean them up. #DogsGoneWild #grooming #PetGrooming",https://passport.gds.gdcorp.tools/location/54770/content/40a876cb-a0ee-4d94-b53f-6d1aa1444427,Addressing a specific service -- cat grooming -- and establishing why the business can be trusted with this tricky task.,Pets,Pet Grooming,About the Business,https://media.mainstreethub.com/media/deb14e4e-4de7-44f9-9b6c-4b423060aa43,Alaina Johnson
We're here to help you keep your pup's tail wagging while ensuring that he's listening and following directions. Head to https://www.bestfriendsobedience.com for a full list of our obedience classes!,https://passport.gds.gdcorp.tools/location/70081/content/9ecafcf4-903b-4dfc-8d52-848cfbcc6d06,"On-brand and fun way to talk about dog training services. Love the specific CTA, too!",Pets,Pet Training,Product/Service,https://media.mainstreethub.com/media/9e644434-469c-41cc-ac19-b2233109b5e0,Caitlin Smith
Not wanting to leave your dog at home while you start going back into the office? We'll take great care of them at doggy daycare!,https://passport.gds.gdcorp.tools/location/64033/content/e3780600-cf8b-46ac-b549-7dd4303cfa69,Providing a solution to a very timely consumer need.,Pets,Pet Care,Product/Service,https://media.mainstreethub.com/media/f02b2cb5-e7ab-4c90-a295-6e6bfd03c1e0,Emily Rutan
"You love your dog, and we love sending them great food. Call us at (720) 504-4146 when their diet needs an upgrade. #DenverCO #DenverLocalBusiness #NaturalPetFood",https://passport.gds.gdcorp.tools/location/79622/content/36f38d6b-7033-4b8b-ae73-f73c2c2d6f72,"Framing this unique service (high-quality pet food delivery) in a clear, on-brand way with a cute and cohesive photo!",Pets,Pet Store,Product/Service,https://media.mainstreethub.com/media/d39a1e35-bc2b-4c01-9cd1-89e50e89b271,Noah Ainsworth
"Struggling with caring for your hair? Speak with an expert today! At our salon, we specialize in curly, wavy, and natural hair. #SalonRevive #WashingtonDCHairSalon #DCHairSalon #HairSalon #HealthyHair #AvedaHair",https://passport.gds.gdcorp.tools/location/57514/content/9e49676e-6b96-4088-a03b-a1cc592f2d7d,Addressing a clear audience and consumer need while highlighting the salon's products and areas of expertise.,Spas and Salons,Hair Salon,About the Business,https://media.mainstreethub.com/media/f4ff06f6-212b-4214-9d9f-5d984af2bb8b,Carly Osterman
"Cranial sacral therapy uses gentle pressure on the head, neck, and back to relieve stress, pressure, and pain in those areas. It's thought that this gentle manipulation of the bones in the skull, spine, and pelvis normalizes the flow of cerebrospinal fluid (fluid that surrounds the brain and spinal cord) which enhances the body's ability to heal.",https://passport.gds.gdcorp.tools/location/9256/content/1813d344-b950-4e18-b9de-ebdde52d7549,Clearly outlining the potential benefits of a unique treatment option offered by this massage customer.,Spas and Salons,Massage,Educational,https://media.mainstreethub.com/media/e0a1336b-9983-44bc-a353-9868d28be53c,Lacey Morris
"Family-owned and -operated by Rosie and Giuseppe, Rosie’s Trattoria prides itself on serving the local community with the best fresh, homemade Italian food. That calls for a toast!",https://passport.gds.gdcorp.tools/location/25618/content/2429ee7d-e7c4-4ade-b477-d6cf6198e293,"Amazing level of customer detail makes this caption shine, and the photo is super cohesive!",Restaurant,Italian,About the Business,https://media.mainstreethub.com/media/92d8395e-e607-4a2d-ac08-59dcdc460f7c,Kelsey Roslin
"The next time you're not sure what to order, treat your taste buds to our wontons! Tossed in chili oil with a touch of green onion, it’s a dish you won’t forget. #NYCFood",https://passport.gds.gdcorp.tools/location/26868/content/784430ec-a528-4a3a-9545-7a0029f594b9,Elevating a post concept about cravings/taste buds with some awesome descriptive detail based on a specific dish in the photo.,Restaurant,Chinese,Product/Service,https://media.mainstreethub.com/media/1a797cd7-9f2d-4d85-8c1e-acba5fe42c8c,Emily Burke
A cold beer and our double bacon cheeseburger might be just what you need to turn your Tuesday around. #BurgerDistrict #Burger #ArlingtonVA #ArlingtonEats #VA,https://passport.gds.gdcorp.tools/location/51919/content/512741b4-bf44-47b1-92b1-8b11fd84be2a,"Positive, relatable, and definitely likely to make readers consider stopping by for a bite and a drink. The specific dish description based on the photo is awesome!",Restaurant,American,Product/Service,https://media.mainstreethub.com/media/152b508e-ea25-4827-906f-5d10e4dd6c88,Annie Cranford
"Shopping for your next rave is going to be easy with our help, so don't hesitate to start looking this week! #PurpleLotus #Boutique #BoiseShops",https://passport.gds.gdcorp.tools/location/72240/content/644680bc-c5ba-4d94-9412-79c51ce0b5f1,Using the photo for inspiration to craft an on-brand caption that addresses a specific scenario where folks might stop by this shop.,Retail,Boutique,Product/Service,https://media.mainstreethub.com/media/3f941098-98df-488c-a1c1-09d8a8a80f17,Noah Ainsworth
Does it feel like your project missing something? It might need sequins -- or even a few floral accents. Stop by our store to finish strong. #ArtsAndCrafts,https://passport.gds.gdcorp.tools/location/44026/content/4cef70be-feca-4532-8c4f-922514c078c8,"A nice, specific product highlight based on a specific consumer need that's relevant to the audience for this craft store.",Retail,Craft store,Product/Service,https://media.mainstreethub.com/media/5401de3c-ea70-417f-90b1-f8eda99e47ba,Zoe Labos
"If you’re looking to add a touch of elegance to your home's decor, we offer a variety of show-stopping options to complete your vision.",https://passport.gds.gdcorp.tools/location/48241/content/68c9e90c-9d94-49d3-88b8-375a15ca0d48,Making use of a very unique photo in a creative way that appeals to a higher-end audience for this customer.,Retail,Furniture store,Product/Service,https://media.mainstreethub.com/media/9cf081dd-3f80-4f17-b22c-f096a4ff6cfb,Omar Guzman
"Tuesday Tip: When showing your home, the most important thing to do is remove clutter. What would you take out of this room for a staging?",https://passport.gds.gdcorp.tools/location/62635/content/d8feca17-d8bc-470f-9703-4cdce8cfa5ab,Such a creative engagement question that puts a super unique spin on a tip about staging.,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/5ed2e7d9-cd4d-4c58-bde7-8e15b89ef989,Kelsey Roslin 
"Trying to figure out your budget can be complicated. You’ll want to take certain factors into account, like your debt-to-income ratio. Luckily, there are websites that can help you get started. Trust me to figure out the rest!",https://passport.gds.gdcorp.tools/location/68060/content/8f6fe342-a553-498a-9b40-d802f5c80e5f,A unique budgeting tip that brings in some industry expertise and perfectly tees up the CTA to get in touch with the customer.,Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/03074f7c-bfdd-4124-a76c-178befc3f530,Kelsey Roslin
"Although the home-buying process may seem complicated right now, our knowledge and insight of the local market can help make it a breeze. #ColdwellBankerGreen #MillsAndAssociates",https://passport.gds.gdcorp.tools/location/69328/content/b23737ca-c6de-46ad-a15c-67a3f643a847,"This kind of caption is the perfect canvas for additional customer info (i.e., highlighting the connection to the local community).",Professional Services,Real Estate,Product/Service,https://passport.gds.gdcorp.tools/location/69328/content/b23737ca-c6de-46ad-a15c-67a3f643a847,Alaina Johnson
"As some remote work may become more permanent, home offices are a necessity. Potential buyers will be looking for spaces that offer natural lighting, soothing colors, and privacy, so be sure to showcase these areas in your home. #HomeSellingTips #StagingTips",https://passport.gds.gdcorp.tools/location/78805/content/331ecc9f-4530-434b-8f29-3d795356d0ed,Targeting a clear audience in a timely and positive way for another seriously unique staging tip.,Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/f3b2e061-7ce1-4d80-be1d-fb298938d4b0,Laura Chandler
"What do you enjoy most about living in #NewHampshire? Is it the beautiful scenery, rich history, or something else? Let us know below!",https://passport.gds.gdcorp.tools/location/81306/content/05cc8156-bcbc-4935-9521-18e49a30cdb8,Tailoring this stretchable engagement question with customer details and sense of voice that fits the customer's location.,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/432d2241-4a6c-43af-b322-a867b8c2c9ec,Craig Zirpolo
There's nothing I love more than being part of this community. #LizCodolaRealtor #Realtor #RealEstate #RealEstateAgent #RealEstateLife #HolmesBeach #FloridaRealEstate,https://passport.gds.gdcorp.tools/location/65698/content/b1eda768-7bf8-450c-b57c-cad8ecce6d70,"An eye-catching and tailored visual adds flair to this local love-type post, and the caption clearly fits the About The Business category.",Professional Services,Real Estate,About the Business,https://media.mainstreethub.com/media/6415cb5f-59ae-418b-8a4a-6530ac32099f,Esther Seawell
The elephant symbolizes wisdom and loyalty among other things. This is why Robert will always be loyal to you and share his expertise and knowledge with you through the entire legal process. #LosAngelesAttorney,https://passport.gds.gdcorp.tools/location/58660/content/a940473a-1f20-4ed5-8849-ed3e464c4dfb,"Using a customer photo for inspiration yields an ultra-unique post about this agent! Perfect customer voice. This wouldn't work for pretty much any other agent, but many agents may have similar pictures of personal curios that could inspire similar posts.",Professional Services,Real Estate,About the Business,https://media.mainstreethub.com/media/f69fac2f-cd97-4835-a4ba-f6e1cab6490b,GIllian Golden
